Episode,Reward,Steps,,,
380,5.958911246,1600,,,
381,5.97469023,1600,,,
382,6.08568696,1600,,,
383,6.021802209,1600,,,
384,5.956841495,1600,,,
385,6.107733711,1600,,,
386,5.928394503,1600,,,
387,5.971886114,1600,,,
388,5.175851682,1600,,,
389,5.88537881,1600,,,
390,6.022238952,1600,,,
391,5.959520456,1600,,,
392,6.1369029,1600,,,
393,5.907654533,1600,,,
394,5.937323185,1600,,,
395,5.996885148,1600,,,
396,5.914105549,1600,,,
397,6.120073188,1600,,,
398,6.105865485,1600,,,
399,6.004678171,1600,,,
400,6.164987865,1600,,,
401,5.97236603,1600,,,
402,6.022684628,1600,,,
403,5.213472959,1600,,,
404,5.948592916,1600,,,
405,5.852787933,1600,,,
406,6.0093753,1600,,,
407,5.891046076,1600,,,
408,5.29985872,1600,,,
409,5.790024963,1600,,,
410,5.924611345,1600,,,
411,5.424720355,1600,,,
412,6.034053463,1600,,,
413,5.498802157,1600,,,
414,5.150614237,1600,,,
415,6.070035562,1600,,,
416,6.065473461,1600,,,
417,6.169167749,1600,,,
418,5.998989794,1600,,,
419,5.989109798,1600,,,
420,6.136770824,1600,,,
421,5.86900813,1600,,,
422,6.030926525,1600,,,
423,6.128752603,1600,,,
424,5.16717737,1600,,,
425,5.966428805,1600,,,
426,6.124423287,1600,,,
427,5.890337257,1600,,,
428,6.01253179,1600,,,
429,5.947053162,1600,,,
430,5.981592067,1600,,,
431,6.090986795,1600,,,
432,5.981271539,1600,,,
433,6.040115261,1600,,,
434,5.156389203,1600,,,
435,5.343465472,1600,,,
436,6.186875818,1600,,,
437,6.003381741,1600,,,
438,5.172593135,1600,,,
439,5.388707717,1600,,,
440,6.051927479,1600,,,
441,6.025759315,1600,,,
442,6.073213554,1600,,,
443,6.017435586,1600,,,
444,5.943097374,1600,,,
445,5.880940357,1600,,,
446,5.874214566,1600,,,
447,5.276335839,1600,,,
448,5.279805566,1600,,,
449,5.419111874,1600,,,
450,5.897249078,1600,,,
451,5.452720673,1600,,,
452,5.92306596,1600,,,
453,5.456830951,1600,,,
454,5.88627459,1600,,,
455,6.099519881,1600,,,
456,5.173757189,1600,,,
457,6.073105082,1600,,,
458,6.116889573,1600,,,
459,5.880543622,1600,,,
460,5.174383255,1600,,,
461,6.059125587,1600,,,
462,6.165153564,1600,,,
463,6.073541968,1600,,,
464,5.173513164,1600,,,
465,6.047814042,1600,,,
466,6.065260392,1600,,,
467,6.14254122,1600,,,
468,5.385847554,1600,,,
469,6.023548746,1600,,,
470,6.016795281,1600,,,
471,5.96549751,1600,,,
472,5.360673687,1600,,,
473,6.050769606,1600,,,
474,6.127548223,1600,,,
475,5.996852988,1600,,,
476,6.025984861,1600,,,
477,6.110789058,1600,,,
478,5.329617758,1600,,,
479,6.064712537,1600,,,
480,6.002018847,1600,,,
481,5.986899351,1600,,,
482,6.01144809,1600,,,
483,5.257989197,1600,,,
484,5.489720391,1600,,,
485,5.432136804,1600,,,
486,5.880582546,1600,,,
487,6.052263995,1600,,,
488,5.871977151,1600,,,
489,5.893616437,1600,,,
490,5.316226195,1600,,,
491,5.420188361,1600,,,
492,5.22648487,1600,,,
493,5.907114424,1600,,,
494,5.79678206,1600,,,
495,6.027835294,1600,,,
496,5.904749741,1600,,,
497,6.002312961,1600,,,
498,5.173617773,1600,,,
499,6.044550669,1600,,,
500,6.106403372,1600,,,
501,6.06959053,1600,,,
502,6.100207294,1600,,,
503,5.368416956,1600,,,
504,6.077721184,1600,,,
505,5.942263073,1600,,,
506,5.942332311,1600,,,
507,5.426807246,1600,,,
508,6.031606542,1600,,,
509,5.975300417,1600,,,
510,5.976522877,1600,,,
511,6.019960121,1600,,,
512,6.025974303,1600,,,
513,5.965269184,1600,,,
514,6.008196861,1600,,,
515,6.049094472,1600,,,
516,5.392365489,1600,,,
517,6.019752104,1600,,,
518,6.160241837,1600,,,
519,5.900617,1600,,,
520,6.042447183,1600,,,
521,6.078190794,1600,,,
522,6.023259269,1600,,,
523,5.97470603,1600,,,
524,5.206672467,1600,,,
525,5.251886165,1600,,,
526,5.878423754,1600,,,
527,6.034703406,1600,,,
528,5.223190276,1600,,,
529,5.334371257,1600,,,
530,5.28577464,1600,,,
531,5.327664597,1600,,,
532,5.973752248,1600,,,
533,5.954127701,1600,,,
534,5.437046403,1600,,,
535,5.87699236,1600,,,
536,5.381744501,1600,,,
537,6.086844398,1600,,,
538,5.976721394,1600,,,
539,6.169984718,1600,,,
540,5.984588457,1600,,,
541,6.083585317,1600,,,
542,5.936983304,1600,,,
543,6.141487458,1600,,,
544,5.184612742,1600,,,
545,5.915758821,1600,,,
546,5.979663067,1600,,,
547,5.944751995,1600,,,
548,5.923376314,1600,,,
549,6.074296518,1600,,,
550,6.004359306,1600,,,
551,5.167271801,1600,,,
552,6.016750891,1600,,,
553,5.136227167,1600,,,
554,6.023308527,1600,,,
555,6.007007521,1600,,,
556,6.098664868,1600,,,
557,5.397461358,1600,,,
558,5.396538412,1600,,,
559,5.15579616,1600,,,
560,5.4202118,1600,,,
561,6.113560663,1600,,,
562,5.982371646,1600,,,
563,5.978310219,1600,,,
564,5.4853423,1600,,,
565,5.458009929,1600,,,
566,5.207635741,1600,,,
567,5.932898942,1600,,,
568,5.856143744,1600,,,
569,5.792568669,1600,,,
570,5.328580738,1600,,,
571,5.964984907,1600,,,
572,5.823261702,1600,,,
573,6.029260505,1600,,,
574,5.441009473,1600,,,
575,5.856314223,1600,,,
576,6.04935176,1600,,,
577,6.053650176,1600,,,
578,5.370395841,1600,,,
579,6.099392143,1600,,,
580,5.926522613,1600,,,
581,5.999493146,1600,,,
582,6.082426212,1600,,,
583,5.979515711,1600,,,
584,5.990334817,1600,,,
585,5.942900756,1600,,,
586,6.162945418,1600,,,
587,5.95354134,1600,,,
588,6.161402071,1600,,,
589,6.007835511,1600,,,
590,6.083133631,1600,,,
591,5.952343427,1600,,,
592,5.964275348,1600,,,
593,6.061560473,1600,,,
594,6.026687061,1600,,,
595,5.972051744,1600,,,
596,5.426707741,1600,,,
597,6.014966263,1600,,,
598,6.065775027,1600,,,
599,5.181824288,1600,,,
600,6.016838816,1600,,,
601,6.101314103,1600,,,
602,6.017168244,1600,,,
603,5.476062061,1600,,,
604,5.455440183,1600,,,
605,5.422617185,1600,,,
606,5.889407238,1600,,,
607,5.273974186,1600,,,
608,5.790405474,1600,,,
609,5.255614406,1600,,,
610,5.868380116,1600,,,
611,5.440600002,1600,,,
612,5.910491598,1600,,,
613,5.871652463,1600,,,
614,5.368485263,1600,,,
615,5.87061484,1600,,,
616,5.209615528,1600,,,
617,5.786145124,1600,,,
618,5.995278941,1600,,,
619,6.098528102,1600,,,
620,6.127606768,1600,,,
621,6.060893307,1600,,,
622,6.035859104,1600,,,
623,6.117320368,1600,,,
624,5.981493472,1600,,,
625,5.979181116,1600,,,
626,5.903244416,1600,,,
627,6.066709243,1600,,,
628,5.18538368,1600,,,
629,6.022908809,1600,,,
630,6.119225076,1600,,,
631,6.073300798,1600,,,
632,5.359761027,1600,,,
633,5.919851484,1600,,,
634,6.084042855,1600,,,
635,5.976856393,1600,,,
636,6.00958512,1600,,,
637,5.968719773,1600,,,
638,5.921311231,1600,,,
639,5.158139262,1600,,,
640,6.203630576,1600,,,
641,5.98408388,1600,,,
642,6.006093454,1600,,,
643,6.070684198,1600,,,
644,5.212270501,1600,,,
645,5.877303004,1600,,,
646,5.806534799,1600,,,
647,6.028122838,1600,,,
648,6.035339875,1600,,,
649,5.247048312,1600,,,
650,5.328080678,1600,,,
651,5.510475513,1600,,,
652,5.975191714,1600,,,
653,5.476578336,1600,,,
654,5.990497448,1600,,,
655,5.968797344,1600,,,
656,5.927232566,1600,,,
657,5.943024031,1600,,,
658,5.333262287,1600,,,
659,5.325023449,1600,,,
660,5.970156774,1600,,,
661,5.421048231,1600,,,
662,5.172873984,1600,,,
663,5.169170585,1600,,,
664,5.890264938,1600,,,
665,5.420968308,1600,,,
666,5.918536444,1600,,,
667,5.391633378,1600,,,
668,5.928067872,1600,,,
669,5.977842082,1600,,,
670,6.017965931,1600,,,
671,6.030375129,1600,,,
672,6.109213384,1600,,,
673,6.06729168,1600,,,
674,5.932216393,1600,,,
675,6.085753847,1600,,,
676,6.1410054,1600,,,
677,6.147996693,1600,,,
678,6.161887838,1600,,,
679,6.063796596,1600,,,
680,6.141060151,1600,,,
681,6.070435666,1600,,,
682,5.997665264,1600,,,
683,5.481291375,1600,,,
684,5.886904448,1600,,,
685,6.021802771,1600,,,
686,5.973475756,1600,,,
687,5.42320725,1600,,,
688,5.440920031,1600,,,
689,5.270364411,1600,,,
690,5.340407767,1600,,,
691,5.373355823,1600,,,
692,5.44435333,1600,,,
693,5.274223254,1600,,,
694,5.429430132,1600,,,
695,5.963687579,1600,,,
696,5.416782026,1600,,,
697,5.481615666,1600,,,
698,5.431909827,1600,,,
699,5.254506338,1600,,,
700,5.891061463,1600,,,
701,6.001319469,1600,,,
702,6.06506771,1600,,,
703,6.141040103,1600,,,
704,6.073540064,1600,,,
705,5.998958067,1600,,,
706,5.912602066,1600,,,
707,5.995655202,1600,,,
708,6.141140005,1600,,,
709,6.002120928,1600,,,
710,5.173252862,1600,,,
711,5.944014879,1600,,,
712,5.996073683,1600,,,
713,5.94766623,1600,,,
714,5.945868435,1600,,,
715,5.331834013,1600,,,
716,6.093211251,1600,,,
717,5.987661726,1600,,,
718,5.912931866,1600,,,
719,6.029854395,1600,,,
720,6.023354728,1600,,,
721,6.110908173,1600,,,
722,6.092600825,1600,,,
723,5.841795469,1600,,,
724,5.202471482,1600,,,
725,5.445984345,1600,,,
726,5.420882764,1600,,,
727,6.020637332,1600,,,
728,5.46263609,1600,,,
729,5.795474326,1600,,,
730,5.890525481,1600,,,
731,5.238508165,1600,,,
732,5.923916805,1600,,,
733,5.853640037,1600,,,
734,5.886121615,1600,,,
735,6.101920574,1600,,,
736,5.459845978,1600,,,
737,5.443278019,1600,,,
738,5.286978498,1600,,,
739,5.811333908,1600,,,
740,5.461163798,1600,,,
741,5.396098283,1600,,,
742,5.966363205,1600,,,
743,5.905708447,1600,,,
744,6.022533702,1600,,,
745,6.062149625,1600,,,
746,5.932128229,1600,,,
747,6.062190127,1600,,,
748,6.10705971,1600,,,
749,5.99605753,1600,,,
750,5.912462233,1600,,,
751,5.947463466,1600,,,
752,5.901489556,1600,,,
753,6.003737209,1600,,,
754,5.971337677,1600,,,
755,5.964742981,1600,,,
756,5.146034843,1600,,,
757,6.174888113,1600,,,
758,5.978051618,1600,,,
759,5.897205549,1600,,,
760,5.911022595,1600,,,
761,6.098419329,1600,,,
762,6.049947831,1600,,,
763,5.274838819,1600,,,
764,5.871352794,1600,,,
765,5.892163975,1600,,,
766,5.90497631,1600,,,
767,5.49928882,1600,,,
768,5.466436063,1600,,,
769,5.260193126,1600,,,
770,5.240834546,1600,,,
771,5.400956972,1600,,,
772,5.49838002,1600,,,
773,5.866505699,1600,,,
774,5.915052005,1600,,,
775,5.99735364,1600,,,
776,5.434717788,1600,,,
777,5.870755913,1600,,,
778,5.938834067,1600,,,
779,5.462510222,1600,,,
780,5.968144386,1600,,,
781,5.375104881,1600,,,
782,5.241906428,1600,,,
783,6.126814578,1600,,,
784,6.149045062,1600,,,
785,6.110151895,1600,,,
786,6.001618616,1600,,,
787,6.023627915,1600,,,
788,5.388366008,1600,,,
789,6.150462393,1600,,,
790,6.025584829,1600,,,
791,5.93507251,1600,,,
792,5.992558049,1600,,,
793,5.176892812,1600,,,
794,6.110393569,1600,,,
795,5.968293502,1600,,,
796,5.367408157,1600,,,
797,5.945137759,1600,,,
798,5.959468268,1600,,,
799,6.168012318,1600,,,
800,5.331551838,1600,,,
801,6.033150211,1600,,,
802,5.974016456,1600,,,
803,6.039639616,1600,,,
804,6.03311842,1600,,,
805,5.914755649,1600,,,
806,5.305516399,1600,,,
807,5.838128374,1600,,,
808,5.859451812,1600,,,
809,5.838581931,1600,,,
810,5.205779535,1600,,,
811,6.032926223,1600,,,
812,5.479797282,1600,,,
813,5.295198455,1600,,,
814,5.824743265,1600,,,
815,5.929451594,1600,,,
816,5.981940966,1600,,,
817,5.514547519,1600,,,
818,6.026418666,1600,,,
819,5.366163029,1600,,,
820,5.459985721,1600,,,
821,5.724720085,1600,,,
822,5.255438635,1600,,,
823,5.211064368,1600,,,
824,6.079792421,1600,,,
825,6.15044376,1600,,,
826,5.978574082,1600,,,
827,6.043699078,1600,,,
828,6.156192193,1600,,,
829,6.068069361,1600,,,
830,6.101209409,1600,,,
831,6.148822202,1600,,,
832,5.903662202,1600,,,
833,6.196458229,1600,,,
834,6.104950394,1600,,,
835,5.956592129,1600,,,
836,6.146537444,1600,,,
837,5.947020506,1600,,,
838,6.083425879,1600,,,
839,6.036755686,1600,,,
840,6.099941012,1600,,,
841,5.998064709,1600,,,
842,6.012453833,1600,,,
843,5.849747648,1600,,,
844,5.415024795,1600,,,
845,5.918664074,1600,,,
846,5.799643001,1600,,,
847,5.850557745,1600,,,
848,5.327951306,1600,,,
849,5.482919162,1600,,,
850,5.911375439,1600,,,
851,5.868659241,1600,,,
852,5.790682729,1600,,,
853,5.427295554,1600,,,
854,6.025710032,1600,,,
855,5.981182584,1600,,,
856,5.410981404,1600,,,
857,5.307999995,1600,,,
858,5.95632226,1600,,,
859,5.465910113,1600,,,
860,5.876448377,1600,,,
861,6.045155435,1600,,,
862,5.850195768,1600,,,
863,5.869211888,1600,,,
864,6.03970677,1600,,,
865,5.956905376,1600,,,
866,6.05742529,1600,,,
867,5.343084427,1600,,,
868,6.062290376,1600,,,
869,5.161025288,1600,,,
870,6.005170512,1600,,,
871,6.063846849,1600,,,
872,5.94757734,1600,,,
873,6.011717586,1600,,,
874,6.096846502,1600,,,
875,6.057279721,1600,,,
876,6.039830188,1600,,,
877,6.145024518,1600,,,
878,5.90708171,1600,,,
879,6.110926685,1600,,,
880,5.967900922,1600,,,
881,5.960520258,1600,,,
882,6.022660826,1600,,,
883,5.831475932,1600,,,
884,5.873497976,1600,,,
885,5.851476141,1600,,,
886,5.858744512,1600,,,
887,5.349513761,1600,,,
888,5.484305345,1600,,,
889,5.785179269,1600,,,
890,6.018818722,1600,,,
891,5.788250436,1600,,,
892,5.291982816,1600,,,
893,6.037314568,1600,,,
894,5.223397615,1600,,,
895,5.334279781,1600,,,
896,5.864700588,1600,,,
897,6.032098763,1600,,,
898,5.896326994,1600,,,
899,5.260326832,1600,,,
900,6.006820888,1600,,,
901,5.210903965,1600,,,
902,5.474238925,1600,,,
903,5.513841413,1600,,,
904,5.999046337,1600,,,
905,5.830224963,1600,,,
906,5.426016707,1600,,,
907,5.998622311,1600,,,
908,5.337093368,1600,,,
909,6.009738867,1600,,,
910,6.027212751,1600,,,
911,6.02452721,1600,,,
912,5.879368237,1600,,,
913,6.068526963,1600,,,
914,5.151558752,1600,,,
915,6.128985347,1600,,,
916,6.141753592,1600,,,
917,6.079088659,1600,,,
918,5.997339739,1600,,,
919,5.958439927,1600,,,
920,6.056376512,1600,,,
921,5.383833508,1600,,,
922,6.115041623,1600,,,
923,6.019865272,1600,,,
924,5.275418567,1600,,,
925,5.951292753,1600,,,
926,5.465963118,1600,,,
927,5.413820482,1600,,,
928,5.839070451,1600,,,
929,5.922261602,1600,,,
930,5.26427727,1600,,,
931,6.102537642,1600,,,
932,5.901974603,1600,,,
933,5.513614927,1600,,,
934,5.484387209,1600,,,
935,5.434362218,1600,,,
936,5.417857337,1600,,,
937,5.443663582,1600,,,
938,5.944608554,1600,,,
939,5.889662856,1600,,,
940,5.832923721,1600,,,
941,5.258413051,1600,,,
942,5.430491998,1600,,,
943,5.951382241,1600,,,
944,5.984597512,1600,,,
945,5.886421634,1600,,,
946,5.886899243,1600,,,
947,6.024878895,1600,,,
948,5.990023294,1600,,,
949,6.009046702,1600,,,
950,6.03624679,1600,,,
951,5.984266196,1600,,,
952,5.14137776,1600,,,
953,5.144675746,1600,,,
954,6.091615172,1600,,,
955,5.36131356,1600,,,
956,6.030299796,1600,,,
957,6.157601723,1600,,,
958,6.163985376,1600,,,
959,6.027902806,1600,,,
960,5.960022817,1600,,,
961,6.053384384,1600,,,
962,5.914826815,1600,,,
963,5.279086931,1600,,,
964,5.359558359,1600,,,
965,5.784193263,1600,,,
966,5.941575058,1600,,,
967,5.884439367,1600,,,
968,5.364631267,1600,,,
969,5.400280099,1600,,,
970,5.96829593,1600,,,
971,5.961358667,1600,,,
972,5.248575082,1600,,,
973,5.789447533,1600,,,
974,5.480205913,1600,,,
975,5.451227922,1600,,,
976,5.954975525,1600,,,
977,5.468810056,1600,,,
978,5.206388183,1600,,,
979,6.010801976,1600,,,
980,5.930812893,1600,,,
981,5.919462999,1600,,,
982,5.876798547,1600,,,
983,5.925491297,1600,,,
984,5.326869191,1600,,,
985,5.854611912,1600,,,
986,5.452231067,1600,,,
987,5.276592286,1600,,,
988,6.008647707,1600,,,
989,6.058069762,1600,,,
990,5.176930488,1600,,,
991,6.119185279,1600,,,
992,6.024353489,1600,,,
993,6.026015981,1600,,,
994,6.036753544,1600,,,
995,5.928269218,1600,,,
996,6.095521398,1600,,,
997,6.048422024,1600,,,
