Episode,Reward,Steps,,,
975,-84.62529503,1600,,,
976,-8.019678064,52,,,
977,1.427781159,74,,,
978,-71.388055,1600,,,
979,-84.28203271,1600,,,
980,-11.86711675,62,,,
981,-15.39652367,54,,,
982,-91.33638856,1600,,,
983,-4.033345634,69,,,
984,-0.618790875,58,,,
985,-12.02570541,58,,,
986,-82.87913635,1600,,,
987,-0.065429982,96,,,
988,-13.16245937,85,,,
989,-23.19189627,80,,,
990,-72.40615532,1600,,,
991,-5.856482271,81,,,
992,-20.52275936,76,,,
993,-20.50390485,82,,,
994,-2.22969166,63,,,
995,0.00368601,85,,,
996,-6.843587973,97,,,
997,-11.64280266,71,,,
998,-17.48708955,80,,,
999,-11.97298438,57,,,
1000,-88.18925346,1600,,,
