Episode,Reward,Steps,,,
943,-15.37900212,245,,,
944,-15.23786618,238,,,
945,-85.36975925,1600,,,
946,-70.57812804,1600,,,
947,-51.40268069,1099,,,
948,-85.34273786,1600,,,
949,-64.7153999,1600,,,
950,-71.98176734,1600,,,
951,-65.29772918,1600,,,
952,-10.70920398,239,,,
953,-77.21932895,1600,,,
954,-69.79467112,1600,,,
955,-75.98705296,1600,,,
956,-69.01979207,1600,,,
957,-79.37990185,1600,,,
958,-81.81153162,1600,,,
959,-60.57500575,1272,,,
960,-73.02444862,1600,,,
961,-73.78329524,1600,,,
962,-71.59113913,1600,,,
963,-15.68577248,234,,,
964,-77.74109895,1600,,,
965,-74.84742848,1600,,,
966,-75.135901,1600,,,
967,-12.39351848,289,,,
968,-82.31473872,1600,,,
969,-80.76926366,1600,,,
970,-24.77730092,325,,,
971,-77.82568003,1600,,,
972,-65.90435275,1600,,,
973,-15.5655157,245,,,
974,-75.66663762,1600,,,
975,-78.89484565,1600,,,
976,-66.23960545,1600,,,
977,-15.07278481,241,,,
978,-70.79450762,1600,,,
979,-73.06595867,1600,,,
980,-14.98902712,240,,,
981,-71.7192139,1600,,,
982,-76.85967866,1600,,,
983,-16.00528712,243,,,
984,-13.97611529,237,,,
985,-74.4757988,1600,,,
986,-70.62770696,1600,,,
987,-78.03173314,1600,,,
988,-76.2279207,1600,,,
989,-69.41294891,1600,,,
990,-73.94254582,1600,,,
991,-70.60740004,1600,,,
992,-15.37621941,243,,,
993,-76.56880978,1600,,,
994,-65.35872874,1600,,,
995,-15.4505112,245,,,
996,-27.08980164,472,,,
997,-74.30236255,1600,,,
998,-75.96936237,1600,,,
999,-15.72132228,239,,,
1000,-15.12614455,239,,,
