Episode,Reward,Episode Steps,Average Rollout Steps,Reward Std
91,4.716062607,90,100.09375,4.709326667
92,4.180051105,135,143.40625,6.891280576
93,4.734437335,79,88.375,1.337231285
94,5.689035299,81,91.65625,3.735829982
95,6.132661702,93,98.59375,1.592443433
96,5.749440452,82,144.34375,6.886508047
97,5.30872776,77,95.84375,7.126674087
98,4.669662905,121,100.0625,7.867834868
99,5.203035349,79,137.1875,3.669912072
100,5.539766524,89,97.40625,1.907936208
101,5.752944982,89,190.65625,11.19347739
102,5.687489056,87,99,4.497177143
103,6.164679764,86,95.125,3.819399469
104,5.902442033,94,184.90625,8.848098532
105,5.880500686,86,136.0625,5.326147847
106,6.272637473,98,138.125,7.097019828
107,5.930901606,90,91.5625,3.96595934
108,4.882724956,99,95.6875,3.874866555
109,5.908561683,84,90.34375,1.136928051
110,6.010417517,92,86.5625,1.445386281
111,5.962528376,90,95.96875,3.59295647
112,5.932398541,93,98.15625,4.006729591
113,5.573963272,87,148.71875,3.53907379
114,6.400154177,92,102.5,4.477649655
115,5.834285376,88,86.625,4.322770279
116,6.198433937,91,92.75,5.356127941
117,6.094688022,93,89.90625,1.52577253
118,5.889224443,88,90.15625,4.21628909
119,6.0057563,91,192.25,7.384540938
120,5.959165547,88,184.84375,7.741219488
121,6.137760346,87,89.71875,3.270082202
122,5.968598587,87,93.21875,4.139875517
123,5.769581935,89,134.71875,6.347262867
124,5.283032553,84,178.59375,14.16908205
125,5.185917306,92,91.34375,6.299812972
126,5.70337115,89,78.4375,1.480647029
127,5.94134408,90,88.625,1.279480686
128,5.928570369,89,89.75,1.171758572
129,6.140637086,84,141.875,8.315646076
130,5.949271295,89,135.375,4.792529086
131,6.201632797,93,90.5,1.232172733
132,6.181937464,87,92.625,1.285834448
133,6.099582062,90,146.875,5.69108579
134,5.837059204,90,101.34375,5.301617843
135,5.487790814,84,92.71875,4.925390596
136,5.385030649,82,140.9375,9.727600542
137,5.669929858,87,184.34375,7.928019534
138,5.99376659,92,88.5625,1.019229222
139,5.956059267,88,189.5,10.76799618
140,5.874465423,88,89.625,0.830579011
141,6.059180132,89,88.6875,1.503917744
142,5.882576351,89,100.34375,3.432559136
143,5.750129419,86,280.5,8.69146533
144,5.981143222,89,93.09375,1.228454642
145,5.932175433,89,100.78125,3.873772573
146,5.649472412,85,146.375,7.07010609
147,6.191802844,90,92.4375,1.223258054
148,5.657507713,85,189.8125,6.986819671
149,6.047012936,89,139.78125,7.258904211
150,5.61154218,85,92.875,5.436325726
151,6.275500076,88,96.0625,5.579611373
152,5.85146771,88,91.65625,1.264326954
153,5.681967922,86,93.4375,4.166329391
154,5.41206291,82,134.625,7.990774112
155,5.817863972,83,83.84375,1.691893348
156,5.553773792,84,134.90625,6.100099122
157,5.923281409,89,134,2.900151085
158,5.531223967,83,91.59375,3.765245697
159,5.433255187,85,128.46875,5.893547951
160,5.990055142,87,91.03125,2.03356409
161,6.052232705,91,97.34375,1.328805402
162,6.562838732,96,189.28125,10.00223062
163,6.189497361,94,141.03125,7.528053013
164,6.441450323,90,142.625,8.583349215
165,6.152243841,86,138.09375,4.590639255
166,6.31693234,88,95.0625,4.382655072
167,5.503098982,85,190.4375,8.767041655
168,5.169757628,78,99.125,7.779417456
169,5.595312377,86,137.6875,3.94331148
170,5.816596012,88,144.875,9.584318491
171,5.740848001,86,88.1875,3.561976602
172,5.963758515,92,131.96875,4.739303707
173,5.658679003,86,90.53125,1.593132001
174,6.288414638,91,90.96875,5.044414709
175,6.037264799,91,137,6.072930425
176,5.954268493,91,143.375,9.557329329
177,5.708725385,84,136.875,5.385286395
178,5.396879486,83,94.09375,4.933913517
179,5.853666552,88,85.0625,1.128084236
180,5.908876864,90,138.8125,5.35062363
181,5.92275219,94,92.21875,1.487979499
182,6.114161001,96,149.625,7.330521915
183,5.938613818,93,98,1.318034423
184,6.35614507,100,191.6875,8.815383694
185,5.832026543,88,190,9.149897974
186,5.84692363,93,93.34375,3.884981036
187,6.093990004,95,93.1875,4.980095002
188,5.549238329,82,188.59375,9.182539434
189,5.933321458,90,183.09375,9.659971281
190,5.910988181,87,134.40625,6.677938217
191,5.996619792,90,88.15625,1.449630114
192,5.655209443,88,90.15625,1.178026215
193,6.256030598,96,95.375,1.451355978
194,6.19845087,94,188.75,6.412091908
195,5.82538853,90,99.9375,4.739813408
196,5.760521955,90,98.0625,1.058359829
197,5.989349306,94,93.71875,5.254610486
198,6.080132965,94,134.875,8.476509155
199,5.563364163,87,187.09375,7.129420642
200,5.610740304,91,90.84375,3.935084451
201,5.49705711,88,91.625,3.505363581
202,5.699620694,88,140.53125,4.898161387
203,6.070509267,94,88.65625,1.82424079
204,6.499757843,98,100.46875,1.161611896
205,6.127694346,95,192.15625,7.575651441
206,5.484562756,87,186.59375,10.10705315
207,6.104249713,94,88.5625,4.021381784
208,6.212691465,105,95.625,0.893536139
209,6.395779207,96,146.15625,8.124777718
210,5.681384097,86,93.71875,4.959874537
211,6.214338815,93,236.375,8.068375903
212,-14.61152382,82,96.03125,0.784460322
213,5.425754489,88,98.71875,1.008799785
214,5.571065805,89,99.09375,5.106219123
215,5.738998344,85,249.28125,9.343843461
216,5.50191003,85,143.4375,5.470214876
217,6.040432054,90,98.125,5.323846912
218,5.911172547,89,94.8125,1.362718376
219,5.888560126,86,233.4375,8.571367186
220,5.787373833,93,194.09375,5.994808484
221,5.790567619,95,188.5,6.670667774
222,6.083467064,93,187.125,9.25128561
223,5.760779026,92,94.46875,5.735955821
224,6.160075271,94,94.5625,4.320593193
225,5.821356758,94,136.8125,7.477151428
226,5.975434893,93,90.5625,3.241313367
227,6.11175164,90,87.25,1.271434865
228,6.445404426,95,138.46875,5.660231876
229,6.053525706,89,90.5625,1.47058651
230,6.267848581,94,144.0625,8.368300026
231,5.68834593,89,96.28125,1.282458539
232,6.210918725,95,153.71875,6.233554863
233,6.413086768,97,187.625,9.711229115
234,6.154300699,99,183.96875,8.34205818
235,6.149157483,98,91.09375,4.107454418
236,6.408354306,98,92.03125,1.966137473
237,5.656680067,87,189.5625,9.154102491
238,5.479217401,87,136.71875,4.8063164
239,5.581930192,86,92.1875,1.567674249
240,-17.90486027,1600,289.03125,8.415467161
241,5.280877746,84,141.96875,5.613675579
242,5.548155939,89,141.5625,5.776910172
243,5.776897623,93,102.28125,4.078674478
244,6.173251812,94,96.40625,4.743038503
245,5.676780156,91,144.15625,7.81516887
246,5.895761364,92,94.5,5.636320417
247,5.786311361,93,140.875,5.613715449
248,6.402597874,99,193.375,7.329364637
249,6.354051724,105,141.375,6.482300929
250,6.265016831,110,186.9375,6.90850913
251,5.658666728,101,144.5,6.790527499
252,5.782794087,100,137.96875,6.175393251
253,6.306968695,102,96.3125,1.371909849
254,6.127800058,97,143.3125,7.713993996
255,5.856570217,93,93.125,4.509820982
256,5.503404829,93,139.53125,5.067929321
257,5.48735008,90,140.53125,5.875607966
258,5.860474547,92,84.90625,1.83076293
259,5.631056651,88,94.59375,1.425776737
260,6.190650188,97,142.1875,7.304673361
261,6.17276399,100,96.78125,1.305072611
262,6.018549018,98,189.8125,6.544630405
263,5.950968129,100,97.59375,1.009291021
264,5.903401162,99,150.8125,8.871426558
265,6.272107137,99,98.40625,0.973409896
266,6.898893127,113,145,8.549054461
267,5.880314544,98,101.59375,3.302148044
268,5.367115234,87,96.875,4.828086919
269,6.030394211,95,97.125,1.131827246
270,5.898873589,92,143.125,5.743865887
271,6.264618703,96,143.875,5.476014272
272,6.110481721,96,142.59375,8.16449098
273,6.167842628,93,139.78125,5.106013455
274,6.25952088,96,96.78125,2.141130724
275,6.079129859,91,99.59375,1.387750905
276,6.083624595,98,145.59375,8.988252722
277,6.462007103,101,191.34375,11.32099124
278,6.611238782,94,145.21875,7.675798455
279,6.138796524,91,187.90625,7.153754113
280,5.984447481,85,195.8125,12.37351524
281,5.757215577,86,106.03125,9.237613804
282,6.246001197,90,90.8125,1.368471649
283,6.097380399,92,90.46875,1.121948927
284,5.963468672,90,94.5,3.875527159
285,5.925545956,90,96.21875,7.714196602
286,6.288310045,92,88.28125,1.158955815
287,5.733340302,89,91.3125,3.788995136
288,5.773453665,89,95.65625,5.000152816
289,5.784235872,90,190.90625,5.279232398
290,6.21202801,94,140.46875,5.922304942
291,6.478515549,96,139.65625,6.357865917
292,6.348428547,97,99.09375,6.287294151
293,6.598619392,100,94.875,1.339922324
294,6.462547218,102,144.53125,6.280698432
295,6.712155396,104,95,3.75979772
296,6.360098155,102,89.75,1.283981352
297,6.299229277,102,97.375,3.895120095
298,6.235682375,98,146.375,9.679595129
299,6.270569522,102,147.5625,7.112022884
300,6.387183107,99,192.21875,8.528852003
301,6.010267286,98,146.03125,6.176324852
302,5.726955228,91,98.6875,3.619789615
303,6.003294141,93,139.625,9.350145332
304,6.058919174,94,88.21875,1.11180299
305,6.617649019,95,142.25,7.28084736
306,6.262427498,100,92.46875,2.240706422
307,6.238739118,98,196.375,8.422459567
308,6.040667617,97,102.21875,1.693786674
309,5.979541726,101,98.03125,1.196442949
310,5.944632332,102,190.0625,6.488400709
311,5.970018262,101,107.0625,3.857857817
312,6.037065439,104,284.34375,8.846174373
313,5.787703735,97,146.5625,5.827120821
314,5.827536608,96,241.21875,12.80333511
315,5.933352922,91,141.09375,7.701317538
316,5.719872417,91,90.96875,0.839925513
317,6.106230682,96,146.5625,6.626047292
318,6.133386505,100,96.6875,1.300286454
319,5.680217413,94,239.90625,14.38034917
320,5.583817545,91,140.21875,5.767310381
321,5.515033879,91,92.59375,1.149603231
322,5.67539684,96,147.125,3.475092392
323,5.967225882,98,99.71875,3.64476492
324,5.74910782,93,236.5,9.76217182
325,5.972603588,92,141.78125,7.419775433
326,5.933266074,91,143.625,9.300383436
327,5.559897694,87,147.25,6.001735955
328,5.965702177,92,94.28125,1.164537619
329,5.709128335,93,94.125,3.870329989
330,6.548273577,96,98.65625,5.326504803
331,5.361311321,87,83.90625,1.697105158
332,5.658868794,89,91.625,0.956856193
333,5.723290166,91,142.53125,5.676410897
334,5.682514849,89,94.6875,3.379996939
335,6.120259095,95,94.875,1.070764484
336,6.335908254,98,140.3125,5.792867605
337,6.359722709,100,92.125,1.220041088
338,6.476613277,102,94.5,1.203361936
339,5.883634553,100,97.59375,0.739867237
340,5.687358358,91,147.71875,8.987012707
341,6.366695182,104,144.8125,7.027138202
342,6.358312346,102,97.1875,3.688469843
343,6.154222546,100,104.25,1.370005473
344,6.162828023,100,199.40625,10.27760029
345,6.009381568,101,97.1875,1.054683737
346,6.178874467,103,147.5,5.280899396
347,6.291670762,100,103.40625,5.427223251
348,5.995485269,97,99.0625,4.403595696
349,5.817187097,99,186.09375,7.52868222
350,5.937537344,96,101.8125,1.058908599
351,6.25693987,99,104.59375,1.974739068
352,5.870460647,93,100.84375,6.324806182
353,5.995573948,92,144.0625,6.461042905
354,6.578526921,110,93.03125,1.323042486
355,6.228065758,100,98.90625,4.833584539
356,6.249779985,112,196.40625,6.499584437
357,6.130249709,94,98.4375,2.703591437
358,6.100574022,96,102.5625,6.699776887
359,5.675184124,95,95.46875,3.672737455
360,5.870976266,92,95.625,5.327224813
361,6.098205099,96,190.5625,6.473212783
362,6.244235682,102,91.8125,0.938916507
363,6.069017495,95,96.6875,4.64671645
364,5.799517447,102,144.34375,6.7256461
365,6.221015614,100,91.21875,3.763129868
366,6.774122883,112,150.53125,6.16254984
367,6.095109102,101,93.65625,0.796575886
368,6.058772332,99,98.40625,5.462846682
369,6.532484025,110,99.375,1.389901923
370,5.790939371,101,101.71875,3.605046211
371,5.875633119,99,285.96875,14.16864874
372,6.244267297,108,96.625,2.16941628
373,5.49366695,98,100.3125,0.990233853
374,6.071920257,103,197,9.896662595
375,6.288377895,105,99.65625,3.17955435
376,6.411877609,106,105.71875,1.37203106
377,5.798154297,104,102.4375,1.58587255
378,6.985072371,108,108.21875,1.370099027
379,6.218589951,101,151.9375,9.889421642
380,6.925455584,112,97.71875,0.924740314
381,6.372850241,106,150.53125,8.443340524
382,6.025164928,103,153.96875,6.957004417
383,6.007863091,101,102.90625,0.897811573
384,5.787400136,97,191.15625,9.66552142
385,6.034019111,99,141.15625,9.015094355
386,5.955846829,103,100.28125,0.797553666
387,6.092322506,101,193.875,10.82422548
388,6.119568139,98,100.0625,0.759554286
389,6.376236778,99,105.15625,5.52113466
390,5.79132928,93,143.65625,5.240966801
391,6.12750225,96,99.03125,3.78620741
392,5.828489815,93,101.09375,0.783976166
393,6.087491414,101,94.53125,3.814320711
394,5.804524596,95,145.5,7.251235946
395,5.712047919,95,145.0625,9.3994001
396,5.712909394,95,113.34375,1.681373787
397,5.865735212,94,99.15625,1.166123029
398,6.032017645,98,95.625,1.372709046
399,6.321820613,106,147.4375,7.040215048
400,6.075412011,98,99.5625,6.05880593
401,5.877153911,92,92.4375,2.71086998
402,5.858297645,93,145.8125,10.08466756
403,5.854021022,90,101.6875,4.00217928
404,5.710148258,89,138,10.79438137
405,5.827804821,89,144.40625,6.169406673
406,5.586537926,90,137.96875,7.547684223
407,5.465545812,90,86.03125,4.380918191
408,5.884538374,93,94.09375,1.324909822
409,5.933888265,92,103.46875,5.954433824
410,6.312779084,97,92.625,1.058941406
411,6.717918497,103,98.5,3.715673867
412,5.447132619,89,189.625,9.525710977
413,5.72302503,87,94.5,1.120231808
414,5.374646209,85,143.5625,6.740926762
415,5.524615082,87,94.09375,4.975294316
416,6.377857853,95,94.84375,4.798982853
417,5.974065977,89,95.03125,6.219005236
418,6.012847066,91,143.90625,5.739255479
419,5.996113248,89,96.84375,4.17612191
420,6.082746257,88,233.625,8.912754988
421,5.834447288,87,140.78125,6.025796058
422,5.957268705,89,95.53125,3.388783875
423,6.175258892,91,189.5,10.33670152
424,5.83162881,85,140.875,6.15895652
425,5.864009683,84,231.40625,10.45819207
426,5.476038543,85,133.8125,7.440270811
427,5.700457804,84,91.46875,0.760288053
428,6.156586389,92,92.125,1.037462965
429,6.126871534,90,142.96875,7.630507977
430,6.065930758,90,94.375,0.897461412
431,6.091172387,87,190.65625,7.522482903
432,5.966173262,91,95.96875,3.765084697
433,5.794466232,89,137.9375,9.754970535
434,5.722617128,89,189.625,15.5505609
435,6.136511505,93,145.875,7.652068992
436,5.999767599,89,92.25,1.439227988
437,6.510916481,91,97.53125,0.790625992
438,5.989697404,90,143.21875,6.711014132
439,6.431674949,96,144.40625,4.742805346
440,6.419152609,97,99.8125,5.92191105
441,6.053175129,100,103.125,1.393503675
442,6.786401026,104,142.96875,4.55164471
443,6.085706367,99,103.09375,3.175671317
444,6.318943853,92,95.71875,3.711112465
445,5.922132704,90,99.28125,4.058004155
446,6.144596873,90,95.96875,3.913695986
447,6.059711055,91,94.96875,1.280751764
448,5.669681962,87,94.53125,4.760960783
449,6.224569171,93,95.59375,1.263678479
450,6.095378084,91,96.71875,5.601180143
451,5.895906722,91,88.46875,4.002944432
452,6.328499592,93,95.8125,1.73521044
453,6.03750929,93,138.09375,4.734292461
454,5.852093526,90,98.65625,5.416426712
455,6.090375321,88,98.3125,3.867033556
456,5.737328489,88,95.4375,1.057613376
457,6.420144101,95,94.4375,3.86441228
458,6.020676726,92,94.46875,1.368309181
459,6.069696499,93,92.78125,0.802366131
460,5.852161065,98,94.9375,1.254496403
461,6.271006706,95,191.90625,11.42413286
462,6.256774118,96,99.625,3.680360254
463,6.248730887,98,145.65625,10.10788565
464,5.925970512,91,146.09375,11.31809658
465,5.896839179,93,96.71875,4.969583797
466,6.066034497,92,103.125,5.921039678
467,6.317949033,100,141.8125,4.567937217
468,5.92557999,89,99.8125,0.674938312
469,6.192887111,91,94.40625,1.042793108
470,5.975676585,88,141.84375,6.923202161
471,5.685861002,90,140.21875,4.550602238
472,6.365734723,94,92.65625,0.969926033
473,5.703930641,97,142.8125,7.83182623
474,5.989240283,92,92.8125,0.759741382
475,6.055243259,94,147.53125,6.03995143
476,6.02182567,94,94.90625,3.797375574
477,6.340550794,95,145.71875,5.832983744
478,5.971136979,96,144.375,5.898373954
479,5.819014507,92,144.8125,5.787707287
480,6.408588361,96,96.9375,0.799873059
481,6.036216287,93,141.625,9.955015935
482,6.370499862,97,96,0.969674703
483,6.11160839,95,100.6875,1.935627912
484,6.05679567,92,144.96875,5.368818799
485,6.171364213,97,99.875,1.22056175
486,6.238181178,98,97.5,3.856551759
487,5.91153924,94,142.90625,7.890000593
488,5.801204578,94,145.9375,4.539767972
489,6.01178711,93,188.0625,7.699765132
490,5.762318811,90,94.96875,5.334895743
491,5.758239745,87,90.84375,3.477196005
492,5.620096328,93,95.625,1.136477799
493,6.081104121,95,92.09375,0.978273638
494,5.948017365,90,98.03125,4.052223686
495,5.857485787,88,191.09375,12.7857241
496,5.802374412,94,140.46875,5.579825058
497,5.663668174,88,100.25,3.831526812
498,5.872490134,89,93.3125,0.931640947
499,5.794067635,89,93.8125,0.950681376
500,5.953548711,91,97.3125,1.025937229
501,5.636215748,91,96.5,0.901011721
502,5.778547672,93,146.09375,8.406895513
503,5.754470414,91,149.8125,6.750724022
504,5.693774718,89,145.53125,8.214359381
505,6.13818099,96,91.75,1.02436194
506,6.116707169,97,95.28125,0.694303934
507,5.764646293,96,94.40625,0.787987546
508,5.533867962,90,98.15625,3.810578648
509,5.683009652,95,96.09375,0.970265076
510,5.808115189,100,95.3125,0.817696769
511,5.200126066,92,147.53125,6.972967313
512,5.724938774,94,103.09375,4.243143725
513,5.688173545,95,92.71875,3.468687101
514,5.677418241,95,143.875,9.607804874
515,5.661440748,94,96.09375,1.145476898
516,5.714158867,93,96.28125,3.673019846
517,5.956815917,99,96.25,3.619764904
518,5.520362125,92,150.3125,9.033378257
519,5.766097661,96,94.5625,0.850060354
520,6.012723003,98,93.625,0.727325145
521,5.994332805,97,99.9375,4.188136831
522,6.004396572,98,95.9375,0.749433004
523,6.020282255,93,95.5625,3.450702741
524,6.311404308,95,95.46875,0.635776967
525,6.472009907,102,95.625,0.993372549
526,5.862996032,95,95.5625,0.711558998
527,5.870144147,100,97.21875,3.550833608
528,6.727416955,105,93.40625,3.632258843
529,6.051432433,97,144.5625,4.50858212
530,6.132886173,96,94.0625,0.652454849
531,5.365026926,83,94.15625,3.267634082
532,6.025013549,90,91.625,3.552745878
533,5.85488773,88,92.375,4.305480508
534,5.983161822,90,90.5,0.762304517
535,5.85197601,94,94.0625,0.913687772
536,5.953251724,101,91.09375,0.838827782
537,6.248634731,101,96.875,0.684412973
538,6.468639068,107,101.5,0.904701073
539,6.19057629,107,101.71875,0.616752791
540,6.438735394,112,106.9375,3.602952707
541,6.155600827,100,102.25,1.19653245
542,5.921729985,98,142.46875,9.400342558
543,5.82624992,98,103.9375,3.717703881
544,5.959082519,97,147,11.37593384
545,5.987238319,97,143.0625,11.72334286
546,5.930998402,94,97.21875,5.491014347
547,5.942047907,102,96.3125,3.564308765
548,6.212216187,96,102.375,5.338908929
549,6.11460328,95,141.875,7.885606142
550,6.171686457,106,97.5,0.887137387
551,6.534836916,104,100.9375,3.333323745
552,6.054595616,103,143.21875,10.23035745
553,5.679751925,90,140.65625,8.145988907
554,5.830352271,98,93.125,0.780715632
555,6.502489764,102,92.5,5.338239632
556,5.881198154,103,97.53125,1.020215392
557,6.022910416,100,143.90625,12.33737782
558,5.838863654,95,99.9375,3.878480236
559,6.112686835,109,96.96875,0.988528415
560,6.121707212,103,100.0625,3.944791775
561,6.143675513,95,93.625,4.853049576
562,5.779352509,89,96.46875,6.043392336
563,6.201152903,94,97.875,3.776213761
564,6.231228736,101,96.34375,0.99515011
565,5.737968388,93,97,3.326668535
566,6.226419961,106,94.84375,0.886882211
567,6.160613202,109,99.21875,0.943246226
568,6.277288459,113,101.03125,0.603445754
569,6.839593543,134,144.125,5.983593161
570,6.297617938,106,99.75,0.751641833
571,6.418676083,105,96.6875,2.848035877
572,6.339896656,108,102.125,5.091756283
573,6.220975037,103,100.15625,0.570751934
574,6.336317263,103,101.78125,5.090097825
575,6.269406486,105,105.03125,3.155024124
576,6.334191985,102,99.75,1.619843797
577,6.537388638,109,98.9375,0.669105413
578,6.151923892,103,101.875,0.425537055
579,6.313333961,103,100,3.441844727
580,6.343077927,98,100.4375,4.844265159
581,6.522694193,107,100.78125,0.965203903
582,6.571751436,108,100.625,0.766247627
583,6.244668166,103,101.625,7.007512143
584,6.52124115,99,101.40625,0.871565992
585,6.455845432,101,101.40625,5.280181542
586,6.471145498,97,98.15625,5.210071325
587,6.481102682,104,143.1875,4.492465983
588,7.315005979,118,95.5,0.938273234
589,6.465567643,107,190.34375,10.74348006
590,6.5110048,101,96.125,5.458876231
591,6.403132828,98,149.125,10.04829593
592,6.452605453,101,94.1875,0.682037474
593,6.231186716,107,97.03125,3.194780898
594,6.005764255,96,98.1875,0.778407956
595,6.365238296,110,95,0.457042574
596,6.456237035,110,101.125,1.050699497
597,6.226411552,107,104.6875,3.742835867
598,6.284360082,108,152.0625,11.02375287
599,6.32783031,108,153.5,10.42354422
600,6.385484911,106,145.375,12.91330096
601,6.581471672,111,96.5,1.088589535
602,7.102116618,164,103.875,6.071614262
603,6.080870476,106,144.53125,7.331155066
604,6.180876325,105,97.625,0.842246856
605,6.253060258,107,101.53125,3.797155678
606,6.248737538,102,100.5,3.689538776
607,6.559152274,110,100.65625,2.975823195
608,6.299358259,106,146.15625,6.565406367
609,6.533589971,102,96.96875,3.343392454
610,5.914439322,93,101.0625,3.427646593
611,5.89067064,92,98,4.220810061
612,6.329825982,103,90.5,1.047917852
613,6.455896108,105,99.53125,0.541731952
614,6.070318949,95,147.375,10.27125969
615,6.637504413,107,95.125,0.653462884
616,6.707132842,108,98.65625,0.843361515
617,6.69753725,108,101.8125,3.805985746
618,6.193206733,104,99.34375,6.811887672
619,6.966504251,113,99.6875,0.949296511
620,6.609973524,110,153.6875,11.23504335
621,6.558878609,103,147.8125,5.16572081
622,6.186735942,105,151.3125,2.348460949
623,5.95011245,91,148.1875,8.110039019
624,5.921784285,91,94.375,5.155473914
625,6.263394263,105,98.34375,0.80049852
626,6.218745226,102,100.96875,3.922840146
627,6.10228867,92,99.5,3.637062019
628,6.023682265,92,103.0625,3.985050515
629,6.263140001,91,97.6875,3.713708172
630,6.14019087,94,105.375,0.694569373
631,6.14567666,98,147.5625,8.045782222
632,5.894789541,89,101.1875,5.611614434
633,6.198279565,96,100.0625,4.22019335
634,5.756117472,87,95.59375,5.392666665
635,6.241630803,103,98.34375,1.070942746
636,5.856131558,92,98.125,5.170020866
637,6.033205731,94,95.40625,0.814004156
638,6.055290632,91,98.4375,0.868003464
639,6.288319174,101,99.625,0.814674266
640,6.657885486,108,104.65625,5.590616525
641,6.625002695,109,106.15625,3.591642265
642,6.184204325,95,145.71875,7.029457974
643,6.132354222,93,142.8125,11.72052118
644,6.195826298,95,95.875,0.785504241
645,6.474987062,101,104.21875,4.282726092
646,6.208854735,92,97.65625,6.039899186
647,6.346589847,99,99.5,0.601282121
648,6.382677288,99,104.28125,5.060032377
649,5.800850424,88,101.875,5.520169656
650,5.946454821,93,93.1875,3.380318019
651,5.999069953,90,94.59375,4.062716367
652,6.013229045,96,93.71875,0.769749649
653,6.502259311,104,188.5625,8.367933153
654,6.129918615,97,96.4375,3.715637687
655,6.384581959,102,95.90625,5.41744399
656,6.381734658,97,93.59375,3.518045416
657,6.165233124,101,95.28125,0.773010225
658,6.059936368,96,144.125,10.04222894
659,6.34209989,105,95.6875,0.969634452
660,7.133079261,106,94.625,1.180334515
661,6.190210225,96,140.84375,9.377573733
662,6.130048316,96,139.4375,7.703440906
663,6.226123753,98,95.3125,3.082143933
664,6.489993965,98,93.625,3.551545543
665,6.412819132,96,92.75,0.982882484
666,6.754525179,107,98.78125,3.262740225
667,7.073497026,112,98.21875,0.846278579
668,6.784474609,102,97.03125,0.976754325
669,6.865834176,112,100.28125,0.900399763
670,6.756453429,106,100.53125,4.465058841
671,6.61179255,107,95.84375,3.961279722
672,6.430452288,105,149.34375,6.926022672
673,5.998811894,103,99.15625,3.573927986
