Episode,Reward,Episode Steps,Average Rollout Steps,Reward Std
170,7.060292818,99,567.5,10.96756231
171,7.127436144,103,521.78125,8.730552557
172,7.1189069,105,699.5625,9.579473425
173,7.08911037,105,567.78125,11.46091185
174,7.17303837,105,512.46875,10.49133669
175,7.159281647,104,611.71875,8.477646962
176,6.839423764,102,418.1875,8.828602058
177,6.868548173,102,663.28125,11.44775495
178,6.941207014,101,802.0625,11.29101584
179,6.931578281,100,807.21875,9.460264052
180,6.904427805,101,561.5,11.02370423
181,6.962229552,102,560.40625,10.01309274
182,6.896909996,103,379.71875,10.08044648
183,7.077105644,102,656.78125,13.98349797
184,7.145233056,100,708.5,10.02279118
185,7.095066929,102,732.9375,11.39325867
186,7.190154343,106,665.9375,10.85773185
187,7.189722791,105,518.6875,10.16760508
188,7.011800161,103,469.78125,10.51052952
189,6.932979005,102,733.375,15.06467401
190,6.9977276,100,479.40625,11.30618891
191,7.064627754,104,656.875,9.961191038
192,7.056887192,105,529.3125,11.40404131
193,7.175275448,104,658.84375,9.701459917
194,6.982605349,103,479.59375,9.293169377
195,7.124798142,101,610.21875,12.46928394
196,7.13097678,105,623.5,9.3643629
197,7.212763309,103,274.15625,10.29914881
198,7.25682213,103,575.28125,8.701657074
199,7.202422169,108,659,10.31755877
200,6.791184391,101,615.75,11.18422644
201,6.960357446,99,525.34375,9.412574165
202,6.953592257,105,657.96875,10.277656
203,6.998626866,105,520.09375,10.62461113
204,7.060689053,105,426.125,9.933377916
205,7.035663996,103,844.375,10.03294727
206,7.046615765,104,377.34375,8.942106312
207,6.981068255,105,846.59375,10.28946267
208,7.183645021,104,426.3125,9.320410955
209,7.015048702,105,379.53125,8.613570225
210,7.219638791,107,653.09375,13.53148402
211,7.021524502,103,610.21875,9.220142616
212,7.084708327,101,654.90625,9.891238645
213,7.083776254,102,331.34375,10.98782705
214,7.088607339,101,441.15625,9.677441403
215,7.122742013,100,517.46875,9.446459022
216,6.690274922,99,431.03125,10.40341932
217,6.843265568,100,342.46875,7.926134487
218,6.844424043,101,290.46875,12.86543097
219,6.848589321,103,661.9375,9.403780244
220,6.881995135,102,612.625,11.05249509
221,6.883853293,105,663.3125,9.702273457
222,7.005663708,101,746.125,10.20978351
223,7.002115842,101,524.65625,9.944916517
224,7.052495929,103,565.40625,9.815815834
225,7.022494353,102,513.03125,9.042921296
226,6.959127186,105,609.8125,12.19995639
227,7.185159848,105,562.625,9.169976492
228,7.12742185,107,703.28125,12.19292117
229,7.168159881,101,371.625,10.19215058
230,7.062128619,104,523,9.30799192
231,6.797968828,100,663.03125,9.998326756
232,7.2349604,101,519.875,9.627787571
233,7.207082179,107,621.34375,11.0664163
234,6.875771804,101,572.59375,10.56386665
235,6.755419945,98,521.28125,9.801382443
236,6.876803974,99,379.8125,10.02174073
237,6.880235766,103,476.09375,11.60887687
238,6.895475496,103,557.4375,9.818620209
239,6.979364611,103,617.8125,11.36771652
240,6.872152397,100,526.03125,9.259139385
241,6.917107289,102,527.875,10.81762415
242,7.01316234,100,658.59375,9.82339268
243,7.096878353,99,419.625,8.556412042
244,7.105471685,104,418.4375,8.649033926
245,7.082960635,104,615.65625,12.37946638
246,7.057283149,101,418.15625,9.097920048
247,7.189742475,104,749.75,12.4689591
248,7.090165279,103,470.96875,8.936443166
249,7.312569017,108,328.21875,10.1631168
250,7.138320823,106,701.03125,9.716351248
251,6.99831548,107,434.4375,10.41813651
252,7.067873083,106,707.65625,9.102164073
253,7.050948297,106,473.375,8.646266789
254,7.131132122,108,319.875,8.903562321
255,7.240711571,105,519.59375,10.93043088
256,7.048928476,106,571.3125,10.34542492
257,6.812786755,101,512.03125,14.19951744
258,7.104720333,105,426.375,8.303244964
259,6.960946661,104,472.34375,11.58459363
260,6.894653942,103,565.46875,11.22783839
261,6.840580428,99,514.9375,10.90088978
262,6.885602181,100,426.40625,11.05026483
263,6.896800248,101,661.5,11.65467714
264,6.959643075,102,659.40625,9.383122152
265,6.947187818,102,467.65625,10.61837659
266,7.050519507,103,567.3125,8.928916284
267,7.068826438,102,464.59375,10.86987981
268,7.000961071,101,371.25,9.91124254
269,7.225256207,106,468.9375,10.81160669
270,7.669213379,112,573.90625,9.934277829
271,7.637414779,111,378.5,9.742251365
272,7.016675005,103,508.78125,9.975493405
273,6.972656982,104,476.375,10.87591702
274,7.058795108,106,799.71875,9.055044564
275,7.044047649,102,421.65625,15.51101972
276,7.017099801,104,379.71875,10.41178373
277,7.187484312,101,568.90625,8.242609221
278,7.041256556,106,424.46875,9.63957217
279,7.180411755,102,425.96875,9.409861678
280,7.083508074,106,288.9375,9.707065689
281,7.162574038,107,526.4375,10.14085782
282,7.299131494,106,607.03125,8.367479192
283,7.104166698,103,474,9.543080057
284,7.172745903,111,335.25,11.23458854
285,7.231449847,109,467.9375,8.95672405
286,7.015638353,107,522.84375,11.0735671
287,7.101989327,104,426.1875,15.45999451
288,7.203061912,102,613.46875,10.10319738
289,7.234214351,109,509.84375,8.960265838
290,6.896433112,103,473.875,10.0462189
291,6.993674654,105,561.0625,8.930133373
292,6.888481235,100,557.03125,9.854826347
293,6.901008904,102,570.34375,9.455055713
294,7.116719865,105,329.75,9.355599203
295,7.046664325,106,426.6875,11.35325214
296,7.057118983,108,603.53125,10.91669568
297,7.006028279,103,473.8125,11.17565338
298,6.779844876,102,516.28125,15.61800694
299,7.049848836,104,521.78125,10.02326889
300,7.043891506,103,561,9.526019165
301,7.064765497,103,423.8125,9.981365727
302,7.102861825,101,287.09375,10.12709763
303,6.951101889,100,415.96875,8.179122427
304,7.085379852,107,330.5625,10.64095216
305,6.800256587,103,245.90625,9.576857313
306,6.790661162,106,328.8125,10.28316722
307,6.833981001,102,281.53125,11.21298666
308,6.892198025,103,477.4375,11.37597771
309,6.781881754,105,662.4375,9.925896026
310,6.9403654,100,610.96875,10.62021212
311,6.779859784,103,615.53125,13.07372294
312,6.83075353,103,618.5,8.931129201
313,7.205164599,104,519.46875,9.858089322
314,6.97686654,102,521.53125,8.500739468
315,6.963573075,104,475.6875,12.18897602
316,6.963074256,105,659.3125,9.948059768
317,7.093135108,101,383.15625,9.482432657
318,7.441482064,108,568.625,8.880234248
319,7.362754864,114,607.59375,11.47734776
320,7.516658098,110,618.0625,10.5127927
321,7.472658082,112,657.34375,9.982427311
322,7.538049222,111,518.09375,9.474905386
323,7.378412355,110,420.28125,9.040657146
324,7.490209865,131,567.65625,9.131035065
325,7.495839056,129,467.6875,9.56542353
326,7.51456038,120,537.3125,10.81722391
327,7.3499286,119,610.0625,8.954842032
328,7.400071155,125,426.5,11.15685375
329,7.544907162,135,611.9375,8.138900911
330,7.652624985,137,608.75,10.57025968
331,7.487500162,156,372.5625,8.636510853
332,7.567308564,128,373.84375,10.19531227
333,7.497634804,132,465.5,9.333933451
334,7.486903287,133,375.34375,8.234113964
335,7.524726336,176,651.78125,10.37485904
336,7.542105461,170,475.84375,12.55284591
337,7.650718275,131,423.0625,11.10759896
338,7.622168976,133,767.09375,13.49389212
339,7.684574733,135,708.5,11.28559724
340,-17.27610376,131,707.21875,9.019668346
341,-17.21086806,132,424.75,9.521941491
342,-17.19789797,122,421.3125,9.964480063
343,7.73044998,156,660.34375,10.59189979
344,7.699939425,162,332,10.86886149
345,-17.0945997,119,522,10.80995451
346,-17.18900962,114,512.1875,15.51888836
347,-17.14630549,112,463.4375,10.53149062
348,-8.310791164,1600,476.625,10.87599554
349,-17.24522024,160,467.78125,9.125680076
350,-17.3831654,106,383.1875,10.55720554
351,-16.89474015,107,473.5,10.72376602
352,-17.06073618,105,709.6875,9.606874609
353,-17.15230514,107,412.25,12.11418162
354,-17.42140849,112,606.8125,10.75132107
355,-16.99844546,111,527.8125,10.18637253
356,-17.11702906,105,557.4375,7.829791524
357,-17.01506265,105,415.4375,9.380990941
358,-8.292012009,1600,417.8125,8.513616737
359,-17.86130981,151,564.90625,9.916165317
360,-17.88816978,178,566.28125,9.688397041
361,-8.3593978,1600,614.53125,12.51975389
362,-8.366735274,1600,615,11.1944048
363,-8.715714825,1600,512.84375,9.88687538
364,-8.459289419,1600,379.25,10.02314913
365,-17.94952162,125,375.5,10.42272506
366,-8.455535735,1600,340.46875,10.98507344
367,-17.7079742,141,603.5,8.312645825
368,-17.61663875,154,420.875,10.67941607
369,-17.7009234,132,470.34375,9.827668121
370,-16.92202194,87,428.46875,10.29556965
371,-17.28044214,94,565.6875,9.370785126
372,-17.61397725,132,571.75,9.58935483
373,-17.56028798,119,426.28125,11.24813191
374,-17.52610074,113,558.28125,9.570784607
375,-17.59274086,121,520.96875,10.22631011
376,-16.7524418,83,564.46875,11.32309317
377,-17.56147122,130,579.71875,9.945366976
378,-17.5757606,124,614.1875,12.37641451
379,-17.55092336,111,520.15625,9.278932986
380,-17.45442601,108,465.9375,7.768791416
381,-16.77954402,80,372.625,9.421112959
382,-16.63327239,79,522.375,12.76860862
383,-17.51522107,117,422.75,10.45213874
384,-17.49518724,116,566.71875,11.5573006
385,-17.64302109,106,376.4375,10.53801714
386,-17.17888725,88,369.5,8.387773036
387,-17.18481428,90,563.40625,10.08732381
388,-17.23190376,89,370.25,9.439187521
389,-17.56802614,108,278.84375,8.789531938
390,-17.72114609,115,425.96875,10.26216682
391,-16.49258405,83,518.84375,8.646133433
392,-17.1340549,86,682.0625,11.37861666
393,-17.16650398,87,469.625,9.098925599
394,-16.76638053,78,613.25,10.74223092
395,-16.82827089,79,561.40625,10.98617761
396,-17.1035994,86,371.4375,11.10516013
397,-17.20447233,90,336.875,10.2999763
398,-17.17710376,88,479.125,10.33115868
399,-17.16066044,86,516.3125,9.363321431
400,-16.76925437,82,564.5625,9.895698208
401,-17.10624649,87,473.9375,9.451088997
402,-17.14400559,86,385.34375,8.894538495
403,-17.21857756,86,513.96875,8.380167584
404,-17.12752786,89,418.53125,9.628674576
405,-16.80170781,79,425.5,11.61824952
406,-16.86051347,82,379.28125,10.85628898
407,-16.89780982,79,285.9375,7.912867772
408,-16.88832559,81,418.6875,10.86141852
409,-16.86731226,80,375.625,8.500890002
410,-17.21970399,89,327.65625,7.394814804
411,-16.9321548,80,467.40625,10.57311668
412,-17.14981234,89,424.5,9.271878427
413,-17.11112289,88,277.9375,13.0490143
414,-17.24675598,87,424.90625,10.24002208
415,-17.08066085,88,333.90625,10.76511474
416,-17.12960839,87,283.625,8.802639788
417,-16.62745748,76,338.4375,9.430550316
418,-16.7208707,75,658.21875,8.477909131
419,-16.86122318,84,281.75,9.332646094
420,-17.24332833,85,515.78125,10.84101004
421,-17.1527078,85,468.59375,13.31804896
422,-16.79209523,87,469.40625,9.585913078
423,-17.13038281,86,333.96875,12.95883628
424,-16.87780097,88,797.78125,11.34876983
425,-16.88941315,86,468.125,9.001008669
426,-17.10590106,87,519.34375,11.76660548
427,-16.82718164,81,515.5625,8.853983621
428,-16.90954792,83,294.5625,12.17839375
429,-17.01978922,85,230.0625,9.171804803
430,-17.13776724,89,460.53125,13.59157216
431,-16.8295136,85,430.28125,9.762448405
432,-17.00968177,85,525.1875,9.99558656
433,-16.94216283,85,430.90625,10.81599346
434,-16.79524334,84,418.84375,10.84468277
435,-16.9129095,85,526.21875,10.64229604
436,-16.97989316,89,471.8125,9.351412049
437,-17.00476311,83,651.25,10.07131415
438,-16.87038523,81,466.75,11.34291884
439,-16.83854318,81,519.46875,9.901603341
440,-16.70190269,84,436.875,8.885458556
441,-16.35074065,77,471.21875,11.55321537
442,-16.9791023,84,376.15625,11.88908197
443,-16.99638309,80,423.96875,9.566973319
444,-16.91073687,79,331.03125,10.52436701
445,-17.00627019,82,324.875,8.5502958
446,-16.79005391,82,706.59375,10.14712873
447,-16.787376,85,514.46875,9.601796217
448,-16.6906866,88,561.53125,9.85105596
449,-16.68735842,76,417.3125,11.16119519
450,-16.85667316,93,473.1875,12.58694712
451,-16.84323,83,413.59375,9.487808136
452,-16.72379029,81,467.03125,9.136423793
453,-16.8838705,82,464.96875,10.45618985
454,-16.80686907,83,366.90625,9.635228177
455,-16.72162975,79,421.625,8.803463715
456,-16.77447106,82,320.34375,9.15815409
457,-16.81285622,80,469.375,9.712959544
458,-16.78215782,81,281.6875,9.020016916
459,-16.71906728,79,408.5625,9.945820682
460,-16.87091122,90,424.21875,10.83715973
461,-16.77988022,92,528.09375,9.347992005
462,-16.81753347,90,472.65625,9.721921106
463,-16.82591733,90,470.875,10.42199161
464,-16.77303009,86,423.4375,10.60576571
465,-16.84515694,85,238.0625,9.503980789
466,-16.76557611,82,282.03125,8.560050594
467,-16.81812458,82,423.375,8.397083104
468,-16.94768179,87,656.875,10.61903597
469,-17.01023631,85,335.71875,10.07435606
470,-16.90477726,87,329.3125,8.062704207
471,-16.76988327,79,566.25,10.37022531
472,-16.61733836,77,327.46875,11.08631417
473,-16.79033834,81,515.5,10.47293705
474,-16.7627576,83,564.53125,11.37493299
475,-16.66339048,81,477.03125,12.1204784
476,-16.97155496,82,328.5625,8.434749061
477,-16.60778848,82,461.59375,9.127496373
478,-16.9848986,91,420.40625,10.37044539
479,-17.06935089,92,420.75,8.408603238
480,-16.72864099,81,237.03125,9.048094283
481,-16.78241203,80,468.25,10.2708038
482,-16.64387554,80,283.125,9.371577047
483,-16.95184497,89,508.625,10.16097615
484,-16.5473612,82,474.03125,9.01837949
485,-16.94320327,87,323.65625,8.304511259
486,-16.69028917,80,421.5625,10.07922447
487,-16.68714855,80,512.6875,11.05275632
488,-16.97286177,95,612.71875,8.97360691
489,-17.0800935,90,466.59375,10.44102876
490,-16.88185013,90,295.3125,12.20300384
491,-17.04195727,88,478.28125,10.78400223
492,-16.76328305,82,329.03125,9.301495107
493,-16.94093161,93,269.0625,7.511267738
494,-16.91831433,87,369.125,11.09712387
495,-17.03048102,88,424.6875,10.1096352
496,-16.89346758,87,713.1875,10.5044925
497,-16.57692204,79,562.625,10.76179572
498,-16.5686683,77,375.46875,10.27616149
499,-17.09239476,94,369.21875,9.736053684
500,-16.91548339,91,417.34375,9.646523188
501,-16.98703787,93,375.3125,11.29413423
502,-17.0373577,93,422.28125,8.974613202
503,-16.82466597,87,237.8125,8.724819696
504,-16.95231462,90,468.375,10.34447956
505,-17.0819578,89,326.28125,8.412688344
506,-16.99004602,90,507.1875,8.0315827
507,-16.84051051,91,364.59375,9.683072502
508,-17.15790205,93,279.90625,10.55370107
509,-16.82597515,90,419.6875,10.80261353
510,-16.95587502,93,328.25,8.698899538
511,-16.88780167,90,426.1875,10.16441537
512,-16.83532593,87,515.40625,9.087572458
513,-16.96061836,87,520.6875,9.132148641
514,-16.82934216,88,236.625,8.860890557
515,-16.79617724,88,430.71875,10.61969528
516,-16.82572993,92,516.09375,9.105334358
517,-16.84822773,90,336.34375,8.354467465
518,-16.83696131,87,515.375,8.869702147
519,-17.37865498,134,472.21875,10.74904418
520,-16.93618256,93,289.59375,10.72094855
521,-17.03291447,93,287.1875,10.64237727
522,-17.07840524,93,654.6875,8.294379883
523,-16.89520216,90,556.03125,8.923944343
524,-17.32019802,130,181.375,8.38795852
525,-17.5549514,177,473.25,9.150135054
526,-17.12374766,93,472.125,8.227806957
527,-16.9317727,89,281.875,10.57252145
528,-16.77640871,91,463.03125,9.203951978
529,-17.50126569,126,564.625,11.97921759
530,-17.43226628,132,421.9375,9.262324538
531,-17.45391843,116,421.46875,8.141696932
532,-16.7388084,100,576.9375,9.548028013
533,-16.96356256,90,278.34375,9.128073244
534,-17.45600273,116,276.53125,10.09132466
535,-17.39640522,110,330.375,8.386123937
536,5.532112496,93,377.875,10.50827442
537,-17.08237416,93,377.28125,11.00117242
538,-16.90680331,88,279.09375,11.03065226
539,-16.65471209,88,557.53125,11.20898384
540,7.228734661,145,494.5625,8.211014198
541,7.239574346,151,331.46875,9.513560576
542,-18.09306139,137,386.1875,10.51558493
543,-16.84272047,91,430.59375,8.942270337
544,-16.99958792,89,418.75,10.32733364
545,6.877988915,146,370.125,8.290808119
546,7.607801979,198,463.1875,8.546223732
547,6.786031282,115,420.40625,10.97565014
548,6.153043204,107,516.46875,10.00141541
549,-16.8846491,87,468.1875,10.01172995
550,7.068773067,115,560,9.689914206
551,7.558066945,211,428.0625,10.19807323
552,7.063149068,116,621.75,13.68443769
553,5.278925272,90,136.46875,9.471466917
554,-17.22931757,151,333.78125,7.01386877
555,6.890836594,117,314.65625,6.970457316
556,6.92153474,116,224.65625,9.142958681
557,7.294337479,122,469.3125,9.488056844
558,7.337161729,122,360.84375,11.24206533
559,-17.29754445,112,326.125,9.016475001
560,-17.30978118,135,425.6875,6.430054036
561,-17.15562034,106,423.4375,8.663609466
562,-17.50088095,138,423.75,11.64128492
563,-17.34771249,140,427.75,9.134604838
564,-17.175759,109,471.6875,14.28704835
565,7.269856274,132,331.34375,10.38051023
566,-17.11467802,98,332.34375,9.583180116
567,-17.164841,103,328.34375,9.85937895
568,-9.160618476,1600,464.65625,8.524834767
569,-17.49745797,162,419.15625,10.55489295
570,7.21993088,131,385.03125,10.8995327
571,7.289980423,125,522.90625,9.261451329
572,-17.47134678,187,312.28125,12.22946202
573,-17.4432007,135,129,8.19632291
574,-9.143696722,1600,610.3125,9.080549051
575,7.291137713,132,296.65625,10.40754222
576,7.301674253,117,416.65625,7.684967578
577,-9.116036196,1600,509.15625,12.81151693
578,-17.37786131,162,382.65625,8.557070423
579,-9.10604255,1600,280.75,7.302301369
580,-9.258030212,1600,318.65625,9.172384337
581,7.152951843,122,470.28125,10.16449143
582,7.179839367,118,472.84375,8.661808065
583,-17.49262855,147,468.09375,10.06209828
584,-17.36687914,155,564.65625,8.966961345
585,-17.49839194,142,466.75,12.07348813
586,6.964271393,121,280.375,8.139536401
587,6.997616919,116,182.34375,7.093545254
588,7.077879994,120,374.75,7.766959951
589,-9.35496489,1600,227.8125,8.945074722
590,-9.439346516,1600,318.0625,6.964185839
591,7.138859824,122,473.28125,9.305559949
592,7.104060674,123,274.78125,8.985877839
593,7.224745596,123,323.9375,8.900898797
594,-17.20136397,111,286.59375,9.205397543
595,-17.29847379,110,377.0625,8.898551544
596,7.103383722,115,226.8125,9.49015225
597,7.12792526,122,416.625,9.853020518
598,7.20947449,119,460.28125,8.567903197
599,6.995304398,119,273.84375,7.207843301
600,-9.287026392,1600,276.0625,7.824441695
601,7.12758878,122,470.125,7.047827651
602,7.225495166,123,320.9375,9.616751642
603,7.158508499,119,326.8125,8.827853785
604,7.273467713,124,130.09375,7.153120894
605,7.051466739,118,368.34375,9.426492543
606,7.039997166,118,321.9375,7.347224778
607,7.089896096,119,326.71875,6.427766302
608,7.207254418,113,468.46875,9.788805475
609,-17.70863261,181,133.90625,6.587009523
610,7.598703342,152,521.0625,9.843454038
611,7.079983491,119,241.375,9.693747617
612,7.346391165,153,329.375,8.621326362
613,-17.70832451,150,656.0625,10.61059621
614,7.428385335,127,283.375,10.6486544
615,7.318960026,189,322.75,7.825745129
616,7.108360094,118,417.9375,10.00163475
617,-17.75499353,159,338.40625,10.1940383
618,7.484295242,126,190.75,8.790642246
619,7.269743666,133,287.625,8.956391705
620,7.298269971,139,327.34375,10.21639095
621,7.296921485,139,372.625,14.48481707
622,7.197907686,122,325.125,10.47605648
623,7.394463307,129,277.3125,7.134623592
624,7.453363061,141,328.625,12.95392765
625,7.339357844,155,375.25,10.68598932
626,7.167680298,125,276.8125,7.704157565
627,7.174508223,121,420.78125,10.59730236
628,7.462699609,121,179.15625,7.509879448
629,7.220587691,130,417.3125,10.38124725
630,7.229150682,130,565.21875,8.985777839
631,7.289299345,137,323.25,9.588237282
632,7.177091127,119,280.15625,7.96126852
633,7.01637994,119,329.09375,8.935574933
634,7.122360307,135,376.84375,8.33855761
635,7.23277648,132,321.78125,9.686045792
636,6.915058721,108,373.5,7.427839095
637,6.956480891,121,413.6875,8.357485731
638,7.130619219,120,328.4375,9.223741524
639,7.063245207,117,323,9.010277772
640,6.819152711,111,329.28125,10.26579047
641,6.782875764,109,333.78125,9.221581496
642,6.999152362,118,464.59375,11.16084657
643,7.109942934,120,323.09375,7.22364379
644,6.989486617,120,324.09375,7.784744895
645,7.12295429,117,420.21875,8.832308595
646,6.830688025,110,506.46875,7.588717424
647,7.071428683,122,415.28125,8.831384243
648,7.114217275,120,327.75,8.952727595
649,7.278281114,135,469.0625,8.559681436
650,7.412517121,134,563.125,10.10581413
651,7.467966121,134,223.125,6.946453323
652,7.483963057,136,379.75,8.815576012
653,7.208417518,118,182.25,8.161166595
654,7.223874937,115,438.65625,7.698165975
655,7.435873088,133,281.53125,7.510017197
656,7.058267046,120,370.625,8.903898658
657,7.14962625,119,178.40625,7.979652473
658,7.1530501,121,326.40625,10.87959502
659,6.778509136,113,420,12.36563088
660,7.06242449,116,366.59375,10.19771249
661,7.123198615,114,280.15625,9.894385651
